genre,artist_name,track_name,popularity,danceability,duration_ms,energy,liveness,loudness,tempo,year
Folk,Dirty Projectors,Keep Your Name,54,0.542,270172,0.485,0.4,-7.443,112.435,2017.0
Folk,Y La Bamba,Ojos Del Sol,49,0.616,245161,0.193,0.383,-10.218,95.368,2016.0
Folk,Courtney Barnett,Need A Little Time,50,0.539,238253,0.642,0.131,-5.726,101.957,2018.0
Folk,Big Red Machine,Forest Green,52,0.602,349200,0.552,0.0934,-11.258,92.933,2018.0
Folk,James Taylor,Carolina In My Mind,52,0.487,301667,0.317,0.694,-14.414,130.509,1993.0
Folk,Richard Swift,Broken Finger Blues,52,0.256,260783,0.704,0.473,-5.744,184.339,2018.0
Folk,Fiona Apple,Across the Universe,57,0.578,307333,0.481,0.0951,-10.545,129.881,1998.0
Folk,Death Cab for Cutie,You Are A Tourist,48,0.569,286653,0.872,0.283,-7.566,95.16,2011.0
Folk,Ani DiFranco,Both Hands,53,0.77,218800,0.115,0.105,-19.668,138.966,1990.0
Folk,Gregory Alan Isakov,Where You Gonna Go,50,0.448,241067,0.327,0.112,-12.457,124.672,2018.0
Folk,AJJ,Rejoice,48,0.486,195587,0.614,0.127,-7.636,91.147,2007.0
Folk,AJJ,Bad Bad Things,48,0.532,119880,0.652,0.461,-6.112,80.803,2007.0
Folk,Chicago,You're the Inspiration - Remastered,50,0.578,229427,0.607,0.317,-6.402,73.912,1984.0
Folk,Bob Dylan,Rainy Day Women #12 & 35,50,0.556,274067,0.592,0.0637,-7.378,94.889,1966.0
Folk,Shakey Graves,Built To Roam - Audiotree Live Version,50,0.531,294322,0.363,0.112,-12.37,112.157,2013.0
Folk,Bon Iver,Woods,51,0.193,285440,0.352,0.102,-10.821,77.129,2009.0
Folk,"Peter, Paul and Mary",Blowin' in the Wind,52,0.381,177360,0.0848,0.112,-17.77,155.036,1963.0
Folk,The McCoys,Hang On Sloopy,55,0.764,231800,0.516,0.0723,-12.099,115.255,1995.0
Folk,Bon Iver,21 M◊◊N WATER,54,0.233,188000,0.348,0.109,-11.569,123.187,2016.0
Folk,Bad Company,Rock 'n' Roll Fantasy - Remastered Version,54,0.606,197467,0.716,0.13,-5.47,112.299,1979.0
Folk,James Taylor,Copperline,48,0.556,261267,0.388,0.0468,-12.742,148.783,1991.0
Folk,Cass McCombs,Minimum Wage,54,0.619,187093,0.549,0.0712,-9.379,112.848,2015.0
Folk,Taj Mahal,Queen Bee,56,0.635,280080,0.454,0.0816,-9.457,79.097,1997.0
Folk,Simon & Garfunkel,Bleecker Street,51,0.414,163680,0.238,0.0968,-16.215,100.85,1964.0
Folk,"Peter, Paul and Mary","Puff, the Magic Dragon",49,0.507,206750,0.088,0.0986,-23.309,144.223,1963.0
Folk,Cat Power,Stay,57,0.308,238176,0.155,0.093,-15.345,188.786,2018.0
Folk,James Taylor,Don't Let Me Be Lonely Tonight,49,0.622,155200,0.145,0.148,-18.549,75.139,1976.0
Folk,Bob Dylan,Visions of Johanna,52,0.59,451133,0.483,0.0625,-10.424,93.427,1966.0
Folk,Soccer Mommy,Scorpio Rising,50,0.486,282867,0.34,0.125,-10.365,77.467,2018.0
Folk,James Taylor,Her Town Too,50,0.706,274440,0.403,0.0975,-15.017,97.381,1981.0
Folk,Billy Joel,The Downeaster 'Alexa',56,0.457,223267,0.808,0.127,-5.914,89.893,1989.0
Folk,Electric Light Orchestra,Last Train to London,64,0.727,270067,0.537,0.349,-9.785,121.493,1979.0
Folk,Boston,Hitch a Ride,55,0.382,251733,0.814,0.101,-7.23,116.454,1976.0
Folk,Big Thief,Masterpiece - (solo),51,0.555,240955,0.183,0.116,-8.58,131.22,2016.0
Folk,Whitney,You’ve Got a Woman,51,0.49,193437,0.83,0.349,-5.178,150.048,2017.0
Folk,Shakey Graves,Hard Wired,48,0.569,247240,0.436,0.254,-8.797,105.695,2014.0
Folk,Sharon Van Etten,Stay,54,0.553,240840,0.511,0.0625,-8.925,141.972,2019.0
Folk,Sharon Van Etten,Malibu,54,0.465,203453,0.485,0.0848,-8.411,116.53,2019.0
Folk,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",52,0.497,133227,0.194,0.102,-17.237,105.656,1964.0
Folk,Courtney Barnett,City Looks Pretty,49,0.31,281587,0.781,0.113,-6.544,128.024,2018.0
Folk,Gregory Alan Isakov,Was I Just Another One,50,0.281,177173,0.278,0.112,-12.912,130.961,2018.0
Folk,Haley Heynderickx,Drinking Song,51,0.621,195846,0.219,0.111,-11.305,120.495,2018.0
Folk,Trampled by Turtles,The Middle,48,0.463,268413,0.855,0.205,-5.171,86.051,2018.0
Folk,Bob Dylan,Ballad of a Thin Man,54,0.473,356707,0.574,0.509,-8.189,74.056,1965.0
Folk,Gregory Alan Isakov,Powder,49,0.498,192227,0.393,0.114,-10.6,112.986,2018.0
Folk,The War On Drugs,Up All Night,54,0.55,383080,0.886,0.0682,-5.25,127.007,2017.0
Folk,Rosie Carney,Thousand - Acoustic,47,0.477,202720,0.0785,0.0703,-18.083,109.482,2019.0
Folk,Big Thief,Shark Smile,51,0.615,238893,0.753,0.116,-8.152,131.045,2017.0
Folk,S. Carey,Brassy Sun,53,0.41,216095,0.193,0.0876,-17.628,145.032,2017.0
Folk,Matt Maeson,Twenty Twelve,51,0.482,174493,0.419,0.105,-9.593,129.816,2017.0
Folk,Damien Rice,Coconut Skins,56,0.36,225373,0.594,0.0875,-6.898,107.528,2006.0
Folk,Paul Simon,Under African Skies,51,0.536,217160,0.677,0.225,-8.593,74.155,1986.0
Folk,Bob Dylan,It Ain't Me Babe,52,0.572,214440,0.302,0.125,-8.573,105.54,1964.0
Folk,Sharon Van Etten,One Day,53,0.596,283573,0.525,0.348,-6.994,120.064,2010.0
Folk,Death Cab for Cutie,Your Hurricane,51,0.512,198907,0.628,0.113,-7.06,178.069,2018.0
Folk,The Mountain Goats,Going to Georgia,47,0.569,135693,0.44,0.115,-10.598,118.382,2005.0
Folk,Bob Dylan,Buckets of Rain,50,0.514,203507,0.234,0.109,-18.245,173.644,1975.0
Folk,Whitney,No Matter Where We Go,50,0.621,161747,0.932,0.149,-3.8,105.896,2016.0
Folk,Soccer Mommy,Last Girl,49,0.473,215100,0.634,0.0762,-7.006,120.571,2018.0
Folk,The Lumineers,Cleopatra (Acoustic Demo),46,0.493,288350,0.307,0.179,-7.843,75.801,2016.0
Folk,Billy Joel,Tell Her About It,54,0.565,229200,0.894,0.49,-5.241,182.262,1983.0
Folk,Death Cab for Cutie,60 & Punk,51,0.503,247413,0.389,0.111,-9.096,105.823,2018.0
Folk,The Antlers,Kettering,48,0.324,311240,0.163,0.0892,-13.909,139.814,2009.0
Folk,Japanese Breakfast,Machinist,53,0.566,217240,0.722,0.408,-7.294,125.026,2017.0
Folk,Wild Child,Pillow Talk,50,0.674,258200,0.366,0.123,-8.958,74.818,2011.0
Folk,Ray LaMontagne,Winter Birds,47,0.522,378680,0.0471,0.124,-14.708,143.262,2008.0
Folk,Regina Spektor,Blue Lips,50,0.448,211773,0.317,0.0989,-11.147,171.768,2009.0
Folk,Wye Oak,Civilian,52,0.389,220918,0.697,0.135,-7.215,90.853,2011.0
Folk,Whitney,Light Upon the Lake,50,0.48,189453,0.142,0.104,-14.025,97.794,2016.0
Folk,Mitski,A Horse Named Cold Air,51,0.291,123160,0.0826,0.0845,-14.668,68.435,2018.0
Folk,Neutral Milk Hotel,The Fool,50,0.284,113147,0.683,0.529,-4.907,109.757,1998.0
Folk,Neutral Milk Hotel,Ghost,50,0.192,248573,0.943,0.135,-4.059,136.447,1998.0
Folk,Mitski,Come into the Water,52,0.395,92385,0.375,0.164,-10.614,89.916,2018.0
Folk,Jason Isbell,Flagship,48,0.539,230213,0.0862,0.117,-18.79,102.354,2015.0
Folk,Jason Isbell,The Life You Chose,47,0.599,243067,0.57,0.244,-11.992,104.133,2015.0
Folk,Bob Dylan,"It's Alright, Ma (I'm Only Bleeding)",51,0.681,449093,0.257,0.161,-15.348,115.867,1965.0
Folk,Billy Joel,Keeping the Faith,50,0.781,279000,0.672,0.161,-7.474,90.609,1983.0
Folk,Neutral Milk Hotel,Two-Headed Boy Pt. 2,48,0.448,313973,0.365,0.136,-7.159,91.19,1998.0
Folk,Rainbow Kitten Surprise,Recktify,51,0.758,109227,0.551,0.104,-8.879,114.892,2018.0
Folk,Jason Isbell and the 400 Unit,Anxiety,48,0.447,417721,0.592,0.101,-8.98,83.712,2017.0
Folk,Galaxie 500,Strange,55,0.312,199467,0.844,0.0793,-7.085,97.039,1989.0
Folk,First Aid Kit,Stay Gold,52,0.514,251000,0.74,0.126,-4.377,95.959,2014.0
Folk,Sleeping At Last,Atlas: Five,51,0.457,355009,0.412,0.116,-12.814,111.046,2018.0
Folk,The Head and the Heart,All We Ever Knew - Recorded at Spotify Studios NYC,54,0.46,228587,0.825,0.337,-5.203,100.137,2016.0
Folk,Gregory Alan Isakov,All Shades of Blue,47,0.478,213573,0.298,0.11,-10.908,161.392,2013.0
Folk,The Band CAMINO,Who Says We're Through,53,0.535,249491,0.791,0.0769,-7.081,103.117,2017.0
Folk,John Prine,Spanish Pipedream,47,0.671,161173,0.401,0.151,-13.989,81.398,1971.0
Folk,Harrison Storm,Dreams,52,0.27,264357,0.4,0.125,-8.972,96.281,2017.0
Folk,Sylvan Esso,Wolf,46,0.733,195800,0.332,0.294,-9.015,120.053,2014.0
Folk,Rainbow Kitten Surprise,Possum Queen,50,0.501,127640,0.477,0.154,-9.507,106.595,2018.0
Folk,Mt. Joy,Sado,47,0.595,134120,0.43,0.159,-8.683,138.148,2018.0
Folk,James Taylor,Walking Man,47,0.655,212893,0.373,0.107,-13.954,75.351,1976.0
Folk,Simon & Garfunkel,Bookends Theme - Reprise,51,0.471,80173,0.0997,0.116,-23.512,137.964,1968.0
Folk,Bob Dylan,Masters of War,52,0.556,271360,0.273,0.188,-15.973,166.064,1963.0
Folk,Sharon Van Etten,I Wish I Knew,54,0.359,229627,0.121,0.09,-10.514,111.793,2017.0
Folk,Jeff Tweedy,Some Birds,49,0.552,221440,0.68,0.136,-9.026,137.218,2018.0
Folk,John Prine,Illegal Smile,47,0.499,193267,0.279,0.0907,-15.338,161.609,1971.0
Folk,Sharon Van Etten,Hands,53,0.418,248720,0.569,0.185,-7.253,144.078,2019.0
Folk,Billy Joel,Don't Ask Me Why,52,0.691,177360,0.726,0.11,-7.353,98.418,1980.0
Folk,Fleet Foxes,On Another Ocean (January / June),49,0.284,263373,0.523,0.0933,-6.512,100.597,2017.0
Folk,Simon & Garfunkel,My Little Town,50,0.665,231947,0.535,0.0819,-7.766,122.126,1975.0
Folk,Andrew Belle,When the End Comes,50,0.541,354400,0.575,0.102,-9.463,91.98,2017.0
Folk,Sufjan Stevens,Wallowa Lake Monster,51,0.388,412175,0.295,0.0936,-16.152,129.819,2017.0
Folk,Trampled by Turtles,Whiskey,47,0.599,265773,0.488,0.137,-8.046,128.534,2004.0
Folk,Marty Robbins,Saddle Tramp,51,0.666,123373,0.493,0.225,-9.593,90.842,1959.0
Folk,Mt. Joy,St. George,47,0.478,218720,0.124,0.0451,-11.897,133.585,2018.0
Folk,Eddie Money,Think I'm In Love,52,0.486,188533,0.83,0.0635,-10.815,151.869,1983.0
Folk,Shakey Graves,Pansy Waltz,47,0.415,213173,0.467,0.105,-7.138,172.996,2014.0
Folk,Shakey Graves,The Perfect Parts,47,0.534,236440,0.657,0.14,-6.112,124.737,2014.0
Folk,Electric Light Orchestra,Strange Magic,54,0.442,246053,0.327,0.325,-12.831,95.394,2011.0
Folk,The Mountain Goats,The Best Ever Death Metal Band in Denton,47,0.382,156960,0.642,0.386,-7.659,63.009,2002.0
Folk,Anderson East,King For A Day,48,0.401,224187,0.713,0.102,-5.982,143.106,2018.0
Folk,Shakey Graves,Kids These Days,47,0.501,222513,0.839,0.205,-5.3,121.891,2018.0
Folk,Paul Simon,Can't Run But,48,0.792,209213,0.28,0.119,-13.059,154.007,2018.0
Folk,The Lovin' Spoonful,Daydream,54,0.822,139093,0.332,0.11,-11.369,110.802,1966.0
Folk,Billy Joel,Allentown,52,0.69,230160,0.837,0.102,-8.312,113.817,1982.0
Folk,Death Cab for Cutie,Near/Far,50,0.578,221787,0.951,0.142,-6.105,137.983,2018.0
Folk,Gregory Alan Isakov,Suitcase Full of Sparks,47,0.506,236653,0.441,0.127,-10.336,93.461,2013.0
Folk,Ben Folds,The Luckiest,50,0.374,265293,0.185,0.105,-11.846,120.519,2001.0
Folk,Lake Street Dive,Jameson,46,0.775,275474,0.484,0.138,-6.197,121.922,2018.0
Folk,The Oh Hellos,Like The Dawn,50,0.571,305000,0.491,0.098,-11.351,96.028,2012.0
Folk,Taj Mahal,Leaving Trunk,58,0.542,289560,0.502,0.174,-10.607,174.11,1968.0
Folk,Sleeping At Last,Lullaby,52,0.495,118834,0.0647,0.135,-13.052,118.967,2017.0
Folk,John Prine,"I Just Called to Say I Love You - Recorded at RCA Studio A, Nashville",48,0.477,247102,0.297,0.103,-13.955,137.067,2018.0
Folk,The War On Drugs,Suffering,54,0.54,362613,0.333,0.108,-10.738,137.674,2014.0
Folk,Bob Dylan,"If You See Her, Say Hello",52,0.383,288000,0.224,0.087,-16.99,102.94,1975.0
Folk,Danheim,Ivar's Revenge (Danish Viking Music),52,0.638,224560,0.22,0.122,-16.574,108.011,2016.0
Folk,Bob Dylan,Forever Young - Slow Version,52,0.488,296133,0.493,0.102,-9.878,135.093,1974.0
Folk,Big Red Machine,Lyla,50,0.6,310760,0.753,0.152,-7.45,91.992,2018.0
Folk,Gregory Alan Isakov,Wings In All Black,49,0.573,223467,0.249,0.109,-12.546,77.354,2018.0
Folk,Fleet Foxes,Third of May / Ōdaigahara,48,0.266,525427,0.464,0.0867,-8.006,142.777,2017.0
Folk,Bob Dylan,Billy 1 - Remastered,54,0.471,232867,0.328,0.0833,-13.049,129.978,1973.0
Folk,Panda Bear,Buoys,53,0.489,154467,0.557,0.0636,-5.148,129.489,2019.0
Folk,Good Old War,Coney Island,49,0.619,163840,0.741,0.079,-7.186,99.475,2008.0
Folk,Unknown Mortal Orchestra,Everyone Acts Crazy Nowadays,55,0.816,254973,0.755,0.178,-4.942,120.008,2018.0
Folk,Lake Street Dive,Young Boy,46,0.458,208082,0.626,0.116,-5.222,185.705,2018.0
Folk,Lake Street Dive,You Are Free,46,0.658,226800,0.768,0.177,-5.557,88.016,2018.0
Folk,Sylvan Esso,Come Down,45,0.359,177067,0.0161,0.0814,-17.802,161.091,2014.0
Folk,Jeff Tweedy,Bombs Above,48,0.675,135093,0.257,0.103,-12.408,72.171,2018.0
Folk,Bob Dylan,Make You Feel My Love,51,0.375,211000,0.219,0.109,-13.112,143.447,1997.0
Folk,First Aid Kit,Shattered & Hollow,50,0.672,244507,0.489,0.0686,-6.478,107.07,2014.0
Folk,Simon & Garfunkel,"For Emily, Whenever I May Find Her - Live in St. Louis, MO - November 1969",50,0.355,157093,0.251,0.775,-16.456,131.578,2008.0
Folk,(Sandy) Alex G,Bobby,50,0.246,222818,0.379,0.0945,-5.928,92.171,2017.0
Folk,Mitski,Townie,51,0.31,205080,0.884,0.121,-3.484,137.755,2014.0
Folk,Shakey Graves,If Not For You,46,0.453,310173,0.717,0.0435,-7.637,121.636,2014.0
Folk,Gregory and the Hawk,Boats & Birds,46,0.71,174027,0.188,0.128,-18.477,77.994,2006.0
Folk,Cat Power,Woman - Single Version,55,0.562,245628,0.395,0.228,-9.503,109.101,2018.0
Folk,Bob Dylan,Desolation Row,51,0.432,681400,0.605,0.129,-6.941,109.227,1965.0
Folk,The War On Drugs,An Ocean In Between The Waves,55,0.463,431747,0.827,0.504,-6.683,166.688,2014.0
Folk,Death Cab for Cutie,You Moved Away,50,0.557,229160,0.75,0.121,-8.516,125.13,2018.0
Folk,Dan Owen,Hand That You Hold,64,0.385,197078,0.411,0.0913,-6.438,128.884,2018.0
Folk,Sonny & Cher,The Beat Goes On,51,0.662,205720,0.527,0.274,-9.088,126.055,1968.0
Folk,Dr. Dog,Listening In,48,0.635,295397,0.327,0.162,-9.89,78.699,2018.0
Folk,Kevin Morby,Parade,54,0.499,325427,0.516,0.11,-10.846,149.886,2014.0
Folk,Bob Dylan,Meet Me in the Morning,49,0.555,258973,0.467,0.0707,-14.698,145.268,1975.0
Folk,AJJ,Survival Song,45,0.38,148293,0.69,0.226,-7.66,83.443,2007.0
Folk,Phoebe Bridgers,Would You Rather,49,0.482,199080,0.363,0.104,-10.926,135.779,2017.0
Folk,Tom Odell,True Colours,62,0.518,143707,0.126,0.105,-12.102,75.991,2016.0
Folk,Annie Lennox,A Whiter Shade of Pale,59,0.521,316760,0.583,0.347,-8.451,146.009,1995.0
Folk,Paula Cole,Where Have All the Cowboys Gone?,47,0.588,263653,0.826,0.454,-6.182,129.021,1996.0
Folk,Vashti Bunyan,I'd Like To Walk Around In Your Mind,42,0.212,135453,0.186,0.116,-16.813,174.963,1970.0
Folk,Mitski,Blue Light,51,0.297,103561,0.417,0.331,-6.34,91.912,2018.0
Folk,Japanese Breakfast,Till Death,51,0.447,177207,0.341,0.0929,-8.525,76.065,2017.0
Folk,Christopher Cross,All Right,59,0.711,253653,0.647,0.234,-5.225,132.752,1983.0
Folk,Ani DiFranco,32 Flavors,48,0.492,367933,0.484,0.128,-9.812,91.395,1995.0
Folk,Simon & Garfunkel,At the Zoo,49,0.532,142293,0.553,0.283,-11.609,84.581,1968.0
Folk,Paul Simon,Run That Body Down,48,0.68,232147,0.313,0.144,-15.051,104.655,1972.0
Folk,Simon & Garfunkel,The Sound of Silence - Overdubbed Version,49,0.44,185253,0.466,0.118,-9.712,107.744,1966.0
Folk,Sleeping At Last,Total Eclipse of the Heart,55,0.45,244825,0.257,0.159,-9.449,100.24,2014.0
Folk,Fleet Foxes,I Am All That I Need / Arroyo Seco / Thumbprint Scar,48,0.362,384747,0.548,0.683,-8.342,151.635,2017.0
Folk,First Aid Kit,It's a Shame,55,0.556,238520,0.785,0.193,-5.819,105.936,2018.0
Folk,"Crosby, Stills, Nash & Young",4 + 20,48,0.64,126640,0.058,0.113,-25.243,140.957,1970.0
Folk,Roy Orbison,She's a Mystery to Me,56,0.431,254960,0.485,0.157,-11.844,177.329,1989.0
Folk,Joni Mitchell,Free Man In Paris,47,0.59,183120,0.62,0.0691,-7.665,81.429,1974.0
Folk,Gregory Alan Isakov,Too Far Away,49,0.323,204440,0.292,0.11,-12.269,119.65,2018.0
Folk,Electric Light Orchestra,Do Ya,53,0.494,225107,0.571,0.602,-5.862,124.045,1976.0
Folk,Bob Dylan,Just Like a Woman,53,0.564,290467,0.441,0.351,-9.902,115.174,1966.0
Folk,Darlingside,Whippoorwill,48,0.641,278848,0.582,0.0876,-9.085,96.415,2016.0
Folk,John Denver,Calypso,45,0.219,216173,0.43,0.124,-9.202,180.05,1975.0
Folk,Billie Marten,"Blue Sea, Red Sea",55,0.699,233417,0.466,0.0938,-11.781,120.914,2018.0
Folk,Simon & Garfunkel,Leaves That Are Green,49,0.537,141493,0.361,0.0756,-15.617,105.668,1966.0
Folk,Sufjan Stevens,"For the Widows in Paradise, For the Fatherless in Ypsilanti",50,0.5,237387,0.303,0.356,-13.923,142.433,2003.0
Folk,John Prine,When I Get to Heaven,46,0.584,222573,0.317,0.0709,-13.464,89.708,2018.0
Folk,James Morrison,So Beautiful,56,0.533,243333,0.595,0.143,-6.877,79.615,2019.0
Folk,Soccer Mommy,Blossom (Wasting All My Time),47,0.586,192142,0.136,0.11,-15.007,84.004,2018.0
Folk,Wild Child,Alex,46,0.624,176027,0.718,0.295,-8.642,160.047,2018.0
Folk,Bob Dylan,Queen Jane Approximately,49,0.369,327467,0.691,0.327,-6.234,104.371,1965.0
Folk,William Tyler,Waltz of the Circassian Beauties,49,0.322,265467,0.273,0.115,-16.425,146.126,2015.0
Folk,The Oh Hellos,I Have Made Mistakes,46,0.334,289500,0.235,0.342,-15.555,79.58,2012.0
Folk,Lykke Li,deep end,60,0.538,185728,0.586,0.116,-6.937,138.762,2018.0
Folk,Big Brother & The Holding Company,Ball and Chain,54,0.398,567973,0.266,0.218,-14.661,81.045,1968.0
Folk,Unknown Mortal Orchestra,Swim and Sleep (Like a Shark),55,0.766,165227,0.806,0.119,-10.011,123.509,2013.0
Folk,Haley Heynderickx,No Face,48,0.463,116484,0.18,0.0988,-11.576,87.334,2018.0
Folk,Julie Byrne,Prism Song,49,0.415,217171,0.221,0.123,-12.739,71.328,2014.0
Folk,Hayes Carll,None'ya,48,0.578,208014,0.458,0.141,-7.101,81.522,2018.0
Folk,Real Estate,Serve The Song,50,0.365,193747,0.641,0.104,-5.908,171.924,2017.0
Folk,Courtney Barnett,"Nameless, Faceless",47,0.549,194867,0.87,0.0654,-4.974,121.948,2018.0
Folk,Shakey Graves,Word Of Mouth - Audiotree Live Version,47,0.439,375978,0.267,0.123,-14.901,184.954,2013.0
Folk,Fleet Foxes,"- Naiads, Cassadies",47,0.536,190560,0.493,0.155,-7.877,97.077,2017.0
Folk,City and Colour,"Lover Come Back - Live In Cornerbrook, NL May 15th, 2017",40,0.514,229576,0.0977,0.69,-13.384,127.673,2018.0
Folk,Julia Jacklin,Head Alone,45,0.614,178987,0.591,0.183,-5.724,114.992,2019.0
Folk,Beirut,East Harlem,51,0.502,238547,0.641,0.105,-7.75,91.749,2011.0
Folk,Mipso,Red Eye to Raleigh,45,0.612,254537,0.305,0.349,-10.179,140.253,2013.0
Folk,"Peter, Paul and Mary",500 Miles,48,0.436,162933,0.0695,0.107,-19.735,97.128,1962.0
Folk,Haley Heynderickx,Worth It,48,0.456,473405,0.241,0.129,-10.278,132.199,2018.0
Folk,Liza Anne,I Am Not in Love Anymore,49,0.541,278958,0.619,0.112,-7.247,87.828,2014.0
Folk,Eagles,After the Thrill Is Gone - Eagles 2013 Remaster,52,0.572,236664,0.358,0.122,-10.168,77.232,1975.0
Folk,Lake Street Dive,Red Light Kisses,43,0.852,251693,0.609,0.491,-4.731,113.978,2018.0
Folk,Shakey Graves,Excuses,46,0.581,257593,0.51,0.0681,-10.213,105.025,2018.0
Folk,Eric Carmen,Make Me Lose Control,53,0.724,285947,0.619,0.205,-9.074,109.029,1997.0
Folk,Joni Mitchell,People's Parties,46,0.598,135400,0.228,0.13,-15.381,105.036,1974.0
Folk,Billy Joel,An Innocent Man,52,0.509,318000,0.382,0.112,-9.441,105.764,1983.0
Folk,Courtney Barnett,Charity,46,0.484,250120,0.821,0.0857,-5.368,133.956,2018.0
Folk,Erutan,The Willow Maid,48,0.49,349135,0.19,0.0536,-15.887,132.037,2013.0
Folk,James Taylor,Shed a Little Light,45,0.578,232133,0.353,0.0588,-11.954,80.194,1991.0
Folk,Lykke Li,hard rain,57,0.489,210982,0.343,0.0516,-9.991,72.074,2018.0
Folk,Mitski,Last Words of a Shooting Star,50,0.393,164227,0.167,0.11,-19.024,129.955,2014.0
Folk,City and Colour,Waiting,40,0.582,294013,0.625,0.118,-6.253,132.965,2007.0
Folk,Bruce Hornsby,Every Little Kiss,47,0.546,348493,0.621,0.0754,-11.828,82.817,1986.0
Folk,Jeff Tweedy,Don't Forget,47,0.738,210493,0.618,0.098,-10.0,118.759,2018.0
Folk,Billy Joel,Captain Jack,50,0.392,437040,0.629,0.374,-8.885,146.657,1973.0
Folk,Hop Along,The Knock,46,0.543,213131,0.758,0.0976,-6.606,132.457,2015.0
Folk,Billy Joel,Honesty,54,0.552,233507,0.265,0.107,-15.482,135.476,1978.0
Folk,Tracy Chapman,Across the Lines,55,0.76,204667,0.278,0.151,-15.725,126.242,1988.0
Folk,Paul Simon,Homeless (with Ladysmith Black Mambazo),49,0.404,228413,0.27,0.262,-16.337,91.396,1986.0
Folk,City and Colour,Un-Thinkable - I'm Ready,40,0.52,297133,0.184,0.0993,-13.371,138.521,2013.0
Folk,Waxahatchee,Recite Remorse,49,0.228,278067,0.381,0.106,-6.774,112.824,2017.0
Folk,Billy Joel,"Summer, Highland Falls",50,0.53,199960,0.526,0.187,-11.064,93.387,1976.0
Folk,Ray LaMontagne,Burn,47,0.52,171640,0.113,0.11,-14.893,99.539,2004.0
Folk,Ray LaMontagne,"Part One - Hey, No Pressure",48,0.434,394200,0.748,0.102,-7.707,151.265,2016.0
Folk,Paul Simon,"Crazy Love, Vol. II",48,0.706,259360,0.623,0.0827,-9.63,124.978,1986.0
Folk,Rosie Carney,Awake Me,51,0.521,257583,0.15,0.083,-11.852,117.172,2019.0
Folk,The War On Drugs,Burning,53,0.391,348227,0.862,0.104,-7.639,154.728,2014.0
Folk,Tom Odell,Queen of Diamonds,55,0.467,274654,0.37,0.119,-8.901,148.74,2018.0
Folk,Frankie Cosmos,Too Dark,51,0.402,163733,0.388,0.175,-7.412,82.782,2016.0
Folk,Panda Bear,Dolphin,50,0.539,221587,0.42,0.0602,-10.313,86.758,2019.0
Folk,AJJ,Distance,44,0.448,153413,0.889,0.697,-5.713,104.8,2011.0
Folk,Billy Bragg,Way Over Yonder In The Minor Key,47,0.3,247853,0.476,0.112,-9.712,170.928,1998.0
Folk,First Aid Kit,Rebel Heart,55,0.463,323480,0.72,0.0908,-6.3,116.261,2018.0
Folk,Jeff Tweedy,I Know What It's Like,48,0.681,226160,0.749,0.0948,-9.307,116.9,2018.0
Folk,Big Red Machine,Hymnostic,49,0.462,182733,0.58,0.105,-8.187,91.948,2018.0
Folk,Noah Gundersen,First Defeat,52,0.519,243773,0.214,0.118,-11.243,144.411,2014.0
Folk,Bon Iver,22 (OVER S∞∞N) - Bob Moose Extended Cab Version,49,0.297,202604,0.142,0.0728,-14.791,67.184,2016.0
Folk,Trampled by Turtles,Ain't No Use in Tryin',45,0.595,194987,0.797,0.107,-6.243,111.058,2004.0
Folk,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",50,0.727,201093,0.588,0.0414,-9.568,104.413,2019.0
Folk,Phoebe Bridgers,Killer,48,0.499,189213,0.127,0.113,-13.775,113.414,2017.0
Folk,(Sandy) Alex G,Proud,48,0.603,297025,0.733,0.198,-6.529,135.122,2017.0
Folk,Sylvan Esso,Dreamy Bruises,43,0.584,248133,0.72,0.153,-7.888,180.016,2014.0
Folk,Imaginary Future,Brown Eyed Girl,53,0.636,214805,0.165,0.163,-12.508,127.839,2018.0
Folk,Karen Dalton,Reason to Believe,48,0.364,144040,0.0657,0.15,-21.148,134.448,2012.0
Folk,Marty Robbins,Cool Water,49,0.552,189093,0.372,0.303,-9.782,126.136,1959.0
Folk,Sleeping At Last,99 Red Balloons,51,0.448,233437,0.154,0.0745,-14.389,116.475,2014.0
Folk,AJJ,Personal Space Invader,44,0.539,179013,0.585,0.168,-7.054,60.686,2007.0
Folk,Roy Orbison,In Dreams,58,0.495,169160,0.435,0.13,-9.99,108.189,1963.0
Folk,of Montreal,it's different for girls,47,0.6,239227,0.818,0.505,-6.325,114.004,2016.0
Folk,Charlie Parr,Rocky Raccoon,47,0.642,220733,0.706,0.354,-8.114,100.644,2011.0
Folk,Sufjan Stevens,City of Roses,48,0.58,134404,0.274,0.122,-14.657,159.927,2017.0
Folk,Bob Dylan,Stuck Inside of Mobile with the Memphis Blues Again,48,0.465,423667,0.747,0.12,-9.882,135.526,1966.0
Folk,Soccer Mommy,Skin,47,0.659,241871,0.562,0.174,-9.187,100.031,2018.0
Folk,Gregory Alan Isakov,3 a.m.,47,0.446,286707,0.222,0.11,-13.47,92.353,2007.0
Folk,Alvvays,Party Police,52,0.451,227720,0.76,0.326,-4.195,121.737,2014.0
Folk,Bob Dylan,One More Cup of Coffee,53,0.531,224733,0.473,0.0899,-9.477,139.176,1976.0
Folk,Courtney Barnett,Hopefulessness,46,0.491,288440,0.488,0.102,-8.84,75.968,2018.0
